ID,ConfigurationScope_ID,PurchasingOrg,CompanyCode,BusinessPurpose,Plant,MaterialGroup,ProcessType,AccountAssignmentCategory,SpecialLogic,SATApproverAmount_lowAmount,SATApproverAmount_highAmount,Step,Sequence,NotificationGroup,NotificationValue,NotificationCurrency,IsActive,createdAt,createdBy,modifiedAt,modifiedBy
6d3e0843-608c-4e6f-982f-6b14e20ed061,e54947af-32ac-4d6c-a3d7-3701810754e0,AG00,581C,,,,,,,,,Requester,1,REQ,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
6fba3db1-9adc-42a7-8048-9237e6977ddb,e54947af-32ac-4d6c-a3d7-3701810754e0,AG00,581C,,,,Freetext,,,15000,999999999,Procurement Expert,2,SCM,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
bf3b236d-0cd1-4313-b35f-8b2ebc8f3cbe,e54947af-32ac-4d6c-a3d7-3701810754e0,AG00,581C,,,,,,,,,Procurement Verification,3,INDD_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
44e4cf87-782f-4551-8d91-8d4ac7475f64,e54947af-32ac-4d6c-a3d7-3701810754e0,AG00,581C,,,,,,NoVendor,,,Procurement Verification,3,INDD_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
6f9aa3fc-324b-4420-a96f-0de5d8dd95df,e54947af-32ac-4d6c-a3d7-3701810754e0,AG00,581C,,,,,,EventError,,,Support,,AG00_Support,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
04544d49-0916-4b4f-9866-13908033bf8e,dc55a6b2-a4ff-4269-a6e1-cdac259b024a,AH00,562K,,,,,,,,,Requester,1,REQ,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
0fa81216-32a7-42e0-ba45-ed26895cd509,dc55a6b2-a4ff-4269-a6e1-cdac259b024a,AH00,562K,,,,Freetext,,,15000,999999999,Procurement Expert,2,SCM,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
13a70b64-72f2-4251-bb72-d2e8d665e3f5,dc55a6b2-a4ff-4269-a6e1-cdac259b024a,AH00,562K,,,,,,,,,Procurement Verification,3,INDD_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
d7c6b425-8324-468d-a329-916ccf1a8c60,dc55a6b2-a4ff-4269-a6e1-cdac259b024a,AH00,562K,,,,,,NoVendor,,,Procurement Verification,3,INDD_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
6155a979-333a-415e-a156-6d70cb1ee926,dc55a6b2-a4ff-4269-a6e1-cdac259b024a,AH00,562K,,,,,,EventError,,,Support,,AH00_Support,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
7da5b3eb-421f-40e3-ab40-97d6c06f7d02,29a29847-4c26-4ff8-b9a9-5a9689743fe4,AI00,423B,,,,,,,,,Requester,1,REQ,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
8ccf453d-fed4-4e70-a56f-e7275040b06d,29a29847-4c26-4ff8-b9a9-5a9689743fe4,AI00,423B,,,,Freetext,,,15000,999999999,Procurement Expert,2,SCM,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
c711ae79-6eb4-4ae4-93f4-e7fedb8ef354,29a29847-4c26-4ff8-b9a9-5a9689743fe4,AI00,423B,,,,,,,,,Procurement Verification,3,INDD_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
7c92b262-7c1e-4749-9eb2-25c5d036566b,29a29847-4c26-4ff8-b9a9-5a9689743fe4,AI00,423B,,,,,,NoVendor,,,Procurement Verification,3,INDD_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
067c51e1-69c3-4640-9090-f96890278258,29a29847-4c26-4ff8-b9a9-5a9689743fe4,AI00,423B,,,,,,EventError,,,Support,,AI00_Support,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
a1c6f7ca-c174-4294-8b6e-c4437738104e,6bb3e85e-012f-49a6-a3ab-17f04e1867b8,AP00,5089,,,,,,,,,Requester,1,REQ,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
39476c45-efd1-4332-854d-04dd54d67590,6bb3e85e-012f-49a6-a3ab-17f04e1867b8,AP00,5089,,,,Freetext,,,15000,999999999,Procurement Expert,2,SCM,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
58fdab5a-1b33-495a-9818-e4955c2be0d2,6bb3e85e-012f-49a6-a3ab-17f04e1867b8,AP00,5089,,,,,,,,,Procurement Verification,3,INDD_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
cbcd6f70-8aa6-4fe3-a76e-8d6cb30180f5,6bb3e85e-012f-49a6-a3ab-17f04e1867b8,AP00,5089,,,,,,NoVendor,,,Procurement Verification,3,INDD_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
2f964493-be2f-4468-84ba-c2b8a0f4ca58,6bb3e85e-012f-49a6-a3ab-17f04e1867b8,AP00,5089,,,,,,EventError,,,Support,,AP00_Support,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
00df8e84-d4c7-42de-a271-139680d820c8,e3aec825-8f6f-4339-a4c7-172d966bce31,AR00,524K,,,,,,,,,Requester,1,REQ,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
823afa43-68fc-4a67-ae47-fdc08c077462,e3aec825-8f6f-4339-a4c7-172d966bce31,AR00,524K,,,,Freetext,,,15000,999999999,Procurement Expert,2,SCM,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
775b75a0-3155-49f1-a170-522b9231da3e,e3aec825-8f6f-4339-a4c7-172d966bce31,AR00,524K,,,,,,,,,Procurement Verification,3,INDD_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
f5859295-306c-4195-9027-773a324469f5,e3aec825-8f6f-4339-a4c7-172d966bce31,AR00,524K,,,,,,NoVendor,,,Procurement Verification,3,INDD_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
9187449e-5286-45a5-b184-cde3e3d54072,e3aec825-8f6f-4339-a4c7-172d966bce31,AR00,524K,,,,,,EventError,,,Support,,AR00_Support,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
bb836af2-8717-4550-999d-b0b8ca22efc9,d5316cb1-ff04-41b9-b8ae-d225e39271dc,AT00,556P,,,,,,,,,Requester,1,REQ,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
c629fcf5-13bd-4ba4-aed2-63d76052ca3e,d5316cb1-ff04-41b9-b8ae-d225e39271dc,AT00,556P,,,,Freetext,,,15000,999999999,Procurement Expert,2,SCM,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
f64b5217-202b-47f1-9c4a-770c1ed99822,d5316cb1-ff04-41b9-b8ae-d225e39271dc,AT00,556P,,,,,,,,,Procurement Verification,3,AT00_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
ad9bbb3a-e016-42c0-ab1f-7e1b90102e21,d5316cb1-ff04-41b9-b8ae-d225e39271dc,AT00,556P,,,,,,NoVendor,,,Procurement Verification,3,AT00_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
32b3124b-64f9-4da7-836a-21b9ad0e6c60,d5316cb1-ff04-41b9-b8ae-d225e39271dc,AT00,556P,,,,,,EventError,,,Support,,SUIN_Support,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
6d6456bb-331e-4b0c-a07a-ce4bf311432b,ac65737f-7e41-4a59-9ea0-00d596c44c3e,B400,490C,,,,,,,,,Requester,1,REQ,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
6bfed079-e292-4088-820d-3c4c7cf4fe5e,ac65737f-7e41-4a59-9ea0-00d596c44c3e,B400,490C,,,,Freetext,,,15000,999999999,Procurement Expert,2,SCM,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
d3bbedb4-364d-429d-9850-3ee78c3151df,ac65737f-7e41-4a59-9ea0-00d596c44c3e,B400,490C,,,,,,,,,Procurement Verification,3,INDD_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
2ba175d2-11ae-47d6-b605-8965fa90f3c8,ac65737f-7e41-4a59-9ea0-00d596c44c3e,B400,490C,,,,,,NoVendor,,,Procurement Verification,3,INDD_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
c194991d-0535-4ac4-8301-193bf5102ef0,ac65737f-7e41-4a59-9ea0-00d596c44c3e,B400,490C,,,,,,EventError,,,Support,,B400_Support,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
930aa892-70a6-47c7-85f2-6019cb82ff5c,2bb93da2-7acf-4dfe-8df7-7fe023172718,B600,5067,,,,,,,,,Requester,1,REQ,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
ea6297fd-490e-4660-8406-1f55ef99a7f8,2bb93da2-7acf-4dfe-8df7-7fe023172718,B600,5067,,,,Freetext,,,15000,999999999,Procurement Expert,2,SCM,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
da663e09-08c4-49ec-acc6-32a38c0a28ed,2bb93da2-7acf-4dfe-8df7-7fe023172718,B600,5067,,,,,,,,,Procurement Verification,3,INDD_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
4e56fed6-72d0-4eb7-87e9-d49b73bd5a20,2bb93da2-7acf-4dfe-8df7-7fe023172718,B600,5067,,,,,,NoVendor,,,Procurement Verification,3,INDD_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
bc74edcf-ff93-49ab-9a79-1ec402243481,2bb93da2-7acf-4dfe-8df7-7fe023172718,B600,5067,,,,,,EventError,,,Support,,B600_Support,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
c5040d85-747f-40f5-a55b-7c09ba158b1c,28199062-89c3-4ea3-b797-c6e666580b70,B700,5017,,,,,,,,,Requester,1,REQ,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
65652c1e-1556-4198-a388-d5bed85907c1,28199062-89c3-4ea3-b797-c6e666580b70,B700,5017,,,,Freetext,,,15000,999999999,Procurement Expert,2,SCM,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
79999aef-d359-4c4d-93e2-678143ff5ec4,28199062-89c3-4ea3-b797-c6e666580b70,B700,5017,,,,,,,,,Procurement Verification,3,INDD_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
eef1f866-d48f-44f5-9503-11b10e152ba9,28199062-89c3-4ea3-b797-c6e666580b70,B700,5017,,,,,,NoVendor,,,Procurement Verification,3,INDD_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
761de41f-b710-4e92-8564-62ae5f1bbf64,28199062-89c3-4ea3-b797-c6e666580b70,B700,5017,,,,,,EventError,,,Support,,B700_Support,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
3853ddad-6acd-4a3e-88bd-ddf905859e27,566521a1-8541-405a-8135-953290141716,B800,5034,,,,,,,,,Requester,1,REQ,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
e82b1047-c16f-49cb-aa65-9e4fcf42d36e,566521a1-8541-405a-8135-953290141716,B800,5034,,,,Freetext,,,15000,999999999,Procurement Expert,2,SCM,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
d8341de9-98f9-4875-8900-f929053c03be,566521a1-8541-405a-8135-953290141716,B800,5034,,,,,,,,,Procurement Verification,3,INDD_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
a0b2e4ae-2cef-4d49-a846-3c06f8c95403,566521a1-8541-405a-8135-953290141716,B800,5034,,,,,,NoVendor,,,Procurement Verification,3,INDD_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
8507fb7a-605d-42f3-97da-17e0404df264,566521a1-8541-405a-8135-953290141716,B800,5034,,,,,,EventError,,,Support,,B800_Support,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
732e2f3e-1671-4bf5-be90-92d133280bb7,fd6c64d7-d86c-4dc0-a930-dd2daddfb093,BA00,7018,,,,,,,,,Requester,1,REQ,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
34df1b36-14ae-432a-b014-0ae64af8c8e6,fd6c64d7-d86c-4dc0-a930-dd2daddfb093,BA00,7018,,,,Freetext,,,15000,999999999,Procurement Expert,2,SCM,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
66918252-e03e-44f8-ae01-350d799f6cc1,fd6c64d7-d86c-4dc0-a930-dd2daddfb093,BA00,7018,,,,,,,,,Procurement Verification,3,INDD_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
e21953a6-fd30-4185-8058-c8f08592721e,fd6c64d7-d86c-4dc0-a930-dd2daddfb093,BA00,7018,,,,,,NoVendor,,,Procurement Verification,3,INDD_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
99260bb1-2178-47d6-8941-8d5b1fecc710,fd6c64d7-d86c-4dc0-a930-dd2daddfb093,BA00,7018,,,,,,EventError,,,Support,,BA00_Support,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
ea5ff6cb-a15b-4fb6-8352-f77ba5341529,602b646e-bd65-469a-a88a-ad794257b24f,BY00,7998,,,,,,,,,Requester,1,REQ,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
c4866808-913d-4dfb-ba73-24bab58987b6,602b646e-bd65-469a-a88a-ad794257b24f,BY00,7998,,,,Freetext,,,15000,999999999,Procurement Expert,2,SCM,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
b7fda448-6f97-4aac-9c18-7595ffdec34f,602b646e-bd65-469a-a88a-ad794257b24f,BY00,7998,,,,,,,,,Procurement Verification,3,BY00_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
e309d134-4335-4041-b675-e4c5a1ce3be2,602b646e-bd65-469a-a88a-ad794257b24f,BY00,7998,,,,,,NoVendor,,,Procurement Verification,3,BY00_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
1c49e1c9-bf19-4335-9f82-14a6881730d3,602b646e-bd65-469a-a88a-ad794257b24f,BY00,7998,,,,,,EventError,,,Support,,BY00_Support,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
505ea9c6-63c6-4b4a-9977-37aad7ab3c81,683c7737-ded2-454b-aa81-17f65a6308d4,C300,3003,DIR,,,,,,,,Requester,1,REQ,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
657aa316-50af-4464-9bc4-bb63e93d1a90,683c7737-ded2-454b-aa81-17f65a6308d4,C300,3003,DIR,,,Freetext,,,50000,999999999,Procurement Expert,2,SCM,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
7e6651ee-38bb-4fac-a866-efb7cb02d4ee,683c7737-ded2-454b-aa81-17f65a6308d4,C300,3003,DIR,,,,,,,,Procurement Verification,3,SRED_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
dc5b93a5-7d50-420c-86de-194531517aee,683c7737-ded2-454b-aa81-17f65a6308d4,C300,3003,DIR,,,,,NoVendor,,,Procurement Verification,3,SRED_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
2c95241e-e317-472d-a125-4bb8c9e547d0,683c7737-ded2-454b-aa81-17f65a6308d4,C300,3003,DIR,,,,,EventError,,,Support,,C300_Support,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
da84a10b-b403-4d8c-9146-08d57c48afa3,683c7737-ded2-454b-aa81-17f65a6308d4,C300,3003,Error,,,,,,,,Support,,XXXX_Support,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
71e8de58-c6fb-4ab2-aa45-f8747dd7b3d7,683c7737-ded2-454b-aa81-17f65a6308d4,C300,3003,UNKNOWN,,,,,,,,Support,,XXXX_Support,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
7a720701-cfaf-40b5-a71e-661bbb6fab29,70cdd54c-e696-4eda-859e-86c60fa4d47b,C501,3014,IND,,,,,,,,Requester,1,REQ,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
8a12d35a-9b21-41bb-adee-b03478c771f2,70cdd54c-e696-4eda-859e-86c60fa4d47b,C501,3014,IND,,,Freetext,,,15000,999999999,Procurement Expert,2,SCM,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
cb2e3141-1924-418f-b0d3-4a5ba56639e8,70cdd54c-e696-4eda-859e-86c60fa4d47b,C501,3014,IND,,,,,,,,Procurement Verification,3,C501_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
853f3c08-0571-4e15-917f-8487a9de26ef,70cdd54c-e696-4eda-859e-86c60fa4d47b,C501,3014,IND,,,,,NoVendor,,,Procurement Verification,3,C501_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
589f5d6d-5677-4150-b108-0ab2d7e1bbbf,70cdd54c-e696-4eda-859e-86c60fa4d47b,C501,3014,IND,,,,,EventError,,,Support,,SUCZ_Support,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
02d994aa-298f-4555-8a0b-d4485b508f54,70cdd54c-e696-4eda-859e-86c60fa4d47b,C501,3014,DIR,,,,,,,,Requester,1,REQ,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
2966cdf2-746a-4de4-a324-ae7e3fb394dd,70cdd54c-e696-4eda-859e-86c60fa4d47b,C501,3014,DIR,,,Freetext,,,50000,999999999,Procurement Expert,2,SCM,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
6d82511b-eb2a-495e-878d-b27274b99ee6,70cdd54c-e696-4eda-859e-86c60fa4d47b,C501,3014,DIR,,,,,,,,Procurement Verification,3,SRER_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
c4be7abb-26d5-4c9c-addc-bed5ccdebcbb,70cdd54c-e696-4eda-859e-86c60fa4d47b,C501,3014,DIR,,,,,NoVendor,,,Procurement Verification,3,SRER_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
ba661cc0-648a-442d-85a2-abd77aafbda3,70cdd54c-e696-4eda-859e-86c60fa4d47b,C501,3014,DIR,,,,,EventError,,,Support,,C501_Support,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
e4e7c4a4-d21a-402e-b8ea-a514536ece66,5f2cc390-68d1-4bff-977d-23360da32eec,CA00,3364,,,,,,,,,Requester,1,REQ,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
74f6efb3-6bb9-46ea-bf0d-581a4c0dee07,5f2cc390-68d1-4bff-977d-23360da32eec,CA00,3364,,,,Freetext,,,,,Procurement Verification,3,SWIN_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
f1ab06e7-21f1-4bd4-b1db-6b95cc7ca703,5f2cc390-68d1-4bff-977d-23360da32eec,CA00,3364,,,,,,NoVendor,,,Procurement Verification,3,SWIN_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
0116a4d6-45a8-42ec-a75d-02a1e847239f,5f2cc390-68d1-4bff-977d-23360da32eec,CA00,3364,,,,,,EventError,,,Support,,CA00_Support,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
b42ec09b-dcb9-4cc1-a971-da70ec702e26,5f2cc390-68d1-4bff-977d-23360da32eec,CA00,3364,,,,Freetext,,,15000,999999999,Procurement Expert,2,CA00_Notification_ProcMgmt1,250000,EUR,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
0b574d67-93ea-413b-9ad4-c51ebe9a8e17,5f2cc390-68d1-4bff-977d-23360da32eec,CA00,3364,,,,,,,,,Procurement Expert,2,SWXX_Notification_ProcMgmt2,500000,EUR,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
8f0ff0a0-8a72-42a6-9c15-d00cadbde43d,5f2cc390-68d1-4bff-977d-23360da32eec,CA00,3364,DIR,,,,,,,,Requester,1,REQ,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
3304870a-3a21-4324-9e9b-650179646d07,5f2cc390-68d1-4bff-977d-23360da32eec,CA00,3364,DIR,,,Freetext,,,,,Procurement Verification,3,SWIN_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
83473181-c767-4ebd-b71f-f0371dec8dd4,5f2cc390-68d1-4bff-977d-23360da32eec,CA00,3364,DIR,,,,,NoVendor,,,Procurement Verification,3,SWIN_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
d38ee0ef-8e12-4f62-b762-0320dff3d936,5f2cc390-68d1-4bff-977d-23360da32eec,CA00,3364,DIR,,,,,EventError,,,Support,,CA00_Support,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
8eadd1e9-8d4e-425a-911f-33afcfa9f06b,5f2cc390-68d1-4bff-977d-23360da32eec,CA00,3364,DIR,,,Freetext,,,50000,999999999,Procurement Expert,2,CA00_Notification_ProcMgmt1,250000,EUR,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
f5f18210-da93-4f76-9747-30836c5163cc,5f2cc390-68d1-4bff-977d-23360da32eec,CA00,3364,DIR,,,,,,,,Procurement Expert,2,SWXX_Notification_ProcMgmt2,500000,EUR,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
20dac743-5903-4d7f-bb83-cf0fd5f7feca,e3d32ef5-cd4b-4244-aab0-b4e21c96d654,CE00,3371,,,,,,,,,Requester,1,REQ,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
c634cc77-cf1f-445a-8976-78255a6dba37,e3d32ef5-cd4b-4244-aab0-b4e21c96d654,CE00,3371,,,,Freetext,,,50000,999999999,Procurement Expert,2,SCM,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
c892a13e-019b-49e3-abc4-a72df1d76160,e3d32ef5-cd4b-4244-aab0-b4e21c96d654,CE00,3371,,,,,,,,,Procurement Verification,3,SRED_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
d089da33-389b-406c-843b-41f9ce1b3b20,e3d32ef5-cd4b-4244-aab0-b4e21c96d654,CE00,3371,,,,,,NoVendor,,,Procurement Verification,3,SRED_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
2960ea26-fb47-42e8-af46-6a26311b117f,e3d32ef5-cd4b-4244-aab0-b4e21c96d654,CE00,3371,,,,,,EventError,,,Support,,CE00_Support,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
c8c0e341-9274-43de-a086-2cca96ac878c,72d2c1d8-99f7-4e0b-9f63-b4d885e1f10e,CF00,3372,,,,,,,,,Requester,1,REQ,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
89273afb-a266-41d1-be8f-443e0414429e,72d2c1d8-99f7-4e0b-9f63-b4d885e1f10e,CF00,3372,,,,Freetext,,,50000,999999999,Procurement Expert,2,SCM,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
cf20c2e8-311f-4d2d-b34c-d4af245e7615,72d2c1d8-99f7-4e0b-9f63-b4d885e1f10e,CF00,3372,,,,,,,,,Procurement Verification,3,SRED_Purchaser,,,true,2026-08-20T00:00:00Z,admin,2026-08-20T00:00:00Z,admin
